headline,sentiment
"Q1 FY20 GDP seen at 7.5%, CPI seen at 5%: RBI",Neutral
GST relief coming for MSMEs?,Positive
Azim Premji calls for lower tax rates,Negative
"GST rates tweaked: TV, ACs to get cheaper; small handicrafts, sanitary napkins exempted",Neutral
GST Council meet: Simpler return process approved; tax on bamboo flooring reduced to 12%; sanitary napkins exempted,Positive
"Govt, stakeholders discuss ways to boost real estate sector",Positive
Data play critical for India; ensuring safety is key: RS Sharma on TRAI recos,Positive
You have no right over user data: Trai tells companies,Negative
GST GoM meet held in Bengaluru,Neutral
India to be a $1 trillion digital economy by 2022: DEA Secy Garg,Neutral
IBC norm better than a bad bank idea: Arvind Subramanian,Negative
"Telecom Commission clears new telecom policy, backs net neutrality",Neutral
Andhra Pradesh tops 'ease of doing biz' list,Positive
Watch: New crop procurement model soon?,Neutral
Govt now has a 5-point strategy to deal with NPAs: FM Piyush Goyal,Neutral
Modi govt may announce MSP hike this week: Here are some recommendations,Neutral
Kharif MSP announcement next week,Neutral
Watch: Hasmukh Adhia on 1 year of GST,Neutral
Bad loan ratio may rise to 12.2% by March 2019: RBI report,Negative
Relief for exporters as govt extends special GST refund drive till June 16,Positive
Need more power to monitor PSBs: RBI Guv to Parl panel,Neutral
Different NPA norms for power sector will complicate resolution: Sanjeev Sanyal,Neutral
"PSU banks to set up mechanism to tackle NPA, says Piyush Goyal",Neutral
"ICICI-Videocon loan case: RBI, Sebi are best options to investigate, says MCA Secy",Positive
Exclusive: Modi Govt's big move to crack down on shell companies,Positive
President Kovind approves IBC ordinance to treat home buyers as financial creditors,Positive
RBI credit policy: Key takeaways from big-bang move today,Positive
"RBI repo rate: Need to remain vigilant on how actual inflation unfolds, says Urjit Patel",Positive
"RBI hikes repo rate by 25 bps to 6.25%, stance remains neutral",Neutral
RBI policy meet: Here is what to expect,Neutral
Govt names Mahesh Kumar Jain as RBI Deputy Governor for 3 years,Neutral
Watch: Cabinet nod to ordinance for IBC amendments,Neutral
Watch: No decision on sugar cess; GoM to meet again on June 3,Negative
"WPI inflation hits four-month high, rises to 3.18% in April",Neutral
"New telecom policy likely to be rolled out next month, says Aruna Sundararajan",Neutral
GST Council defers decision on sugar cess; refers digital payments incentive issue to GoM,Positive
"GST Council meet: New, simplified GST return filing process unveiled",Neutral
"GST Council meet: GSTN to be 100% govt owned, says FM Jaitley",Neutral
"Watch: DoT floats draft telecom policy; aims $100 bn investment, 50 mbps broadband coverage, 4 mn jobs",Neutral
GST collections: April mop-up breaches Rs 1 lakh crore mark for 1st time,Neutral
"NPA Norms: Govt in favour of relaxing 1-day default rule for 1 year, says official",Positive
February IIP growth slips to 7.1%; retail inflation cools to five-month low in March,Positive
RBI's first monetary policy of FY19: Key takeaways,Neutral
Cabinet gives node to rightsize CCI to 4 members,Neutral
RBI credit policy: Will Urjit Patel maintain status quo on Thursday?,Positive
Watch IBC revamp details as panel recommends changes in resolution process,Positive
"Direct tax collections exceed target in FY18, Rs 9.95 lakh cr with 17% growth",Positive
"GST collections on an upswing, Feb mop-up at Rs 89,264 cr, Rs 17K cr refunds given: Adhia",Neutral
Air India divestment: Govt invites bids to offload 76 per cent stake,Neutral
"GST revenue: Collections dip marginally to Rs 85,174 cr in February",Neutral
"PNB fraud fallout: RBI discontinues LoUs, LoCs as instruments of trade credit",Negative
"GST council meet: No decision on return simplification, E-Way bill from April 1st, says FM Jaitley",Negative
Crucial GST meet tomorrow: Here's what to expect,Neutral
"Relief measures to help alleviate short-term stress, says Telecom minister",Positive
Cabinet clears relief package for stressed telecom sector,Positive
Modi govt may get a $1.5 billion dividend boost from RBI,Positive
NFRA not meant to replace ICAI jurisdiction: Jaitley,Neutral
Cabinet nod to Fugitive Economic Offenders Bill,Negative
Govt may announce provisions of eco fugitive bill tomorrow,Neutral
"January GST mop-up slips to Rs 86,318 crore",Neutral
Watch: New law to tighten noose on fleeing economic offenders?,Negative
Telecom department unveils strategic plan for operational synergy of telecom PSUs,Neutral
RBI minutes: Monetary Policy Committee concerned over rising inflation,Neutral
"Macro check: Manufacturing growth push IIP to 7.1% in Dec, inflation eases",Positive
"RBI, SEBI need to be cognisant of market bubble risk: Urjit Patel to ET",Negative
FM exudes confidence on 'comfortable' fiscal revenue flow next year,Positive
India's GDP growth fastest in last 3 years: FM Jaitley,Positive
Taxman considering formal crypto ban?,Negative
RBI credit policy: Key highlights,Positive
RBI keeps key interest rate unchanged at 6 pct,Positive
Credit policy: RBI likely to hold interest rates on Wednesday,Positive
Lower corp tax for all cos once exemptions end: FM at FICCI event,Negative
Watch: Arun Jaitley reveals why LTCG tax won't hurt investor sentiment,Positive
ET Now Exclusive: FM Jaitley's first detailed interview post-Budget 2018,Positive
"LTCG re-introduction not unfair, says Sanjeev Sanyal",Positive
Exclusive: Jaitley assuages concerns over e-way bill system 'overload',Positive
Top hits and misses of Budget 2018,Neutral
"Budget 2018 is a roadmap of growth & development says, Ravi Sankar Prasad",Positive
DEA Secy Subhash Garg on Budget 2018,Neutral
Budget 2018: Hasmukh Adhia clarifies on LTCG,Positive
Budget 2018: 10 key variables that will make a difference,Neutral
Budget 2018: Prudence versus populism,Neutral
"FY16 GDP growth revised up to 8.2%, FY17 unchanged at 7.1%: CSO",Positive
Watch: Yashwant Sinha on Budget 2018,Neutral
"Demo, GST effects dissipated; more positive deltas for Indian economy: CEA Subramanian",Positive
"Eco survey projections conservative, says Niti VC",Neutral
Watch: CEA Arvind Subramanian as he talks about the highlights of govt's economic layout,Neutral
Eco Survey pegs GDP growth at 7 to 7.5% in FY19,Positive
Budget 2018:Govt working on easing salary structures,Positive
Here's what Raghuram Rajan expects from Budget 2018,Neutral
"Done deal! ONGC to buy govt's 51.1 pct stake in HPCL for 36,915 crore",Neutral
"GST reboot: Rates reduced on 29 items, 53 services",Neutral
GST reboot: GSTR 3B to continue as decision on simplifying return filing pending,Neutral
Watch: Aadhaar faces biggest test today,Neutral
Aadhaar leak: TRAI chief backs Nilekani's 'orchestrated campaign' charge,Negative
Another security layer: UIDAI to roll-out face authentication for Aadhaar by July 1,Positive
"'Virtual ID' not a knee-jerk reaction, says UIDAI chief",Neutral
PM Modi meets top economists ahead of Union Budget,Positive
"Exclusive: Nandan Nilekani hails mega Aadhaar reboot, hits out at 'orchestrated' criticism",Negative
"Panagariya: India's GDP will get to 8 pct in 2 yrs, if not sooner",Neutral
FDI in Air India will bring larger value to govt: Ex-Niti Aayog VC,Positive
UIDAI introduces 'Virtual ID' to address privacy concerns,Neutral
100 pc FDI in single-brand retail will boost investment: Arvind Panagariya,Positive
100% FDI in single-brand retail approved,Positive
ET Money Show: Should you stay put with your gold or exit?,Neutral
"Commodities corner: Crude continues to hold around USD 100/bbl, gold recovers from lows",Negative
"Watch: Why palm oil prices on a downtrend, slipping 42% in last one month and nearing 52-week low",Negative
"Crypto crash: Bitcoin slides below USD 23,000 mark, lowest level since December 2020",Negative
"Rupee hits record low, breaches past the 78-mark against USD",Negative
"Crude not sustainable at $120/bbl, expect to come down over medium term, says Harish Madhav of Oil India",Negative
Crude oil price might go up to $123-125/bbl in immediate term: Peter McGuire of XM Australia,Negative
"Palm Oil crisis: High prices will benefit farmers and business, says Nadir Godrej",Negative
"Farmers getting better prices for their crops after several years: Siraj Hussain, Former Agri Secy",Positive
"Oil dips, hovers around $100/bbl over China lockdown, Russia-Ukraine peace talk",Positive
"Regulatory body to regulate cryptocurrency investments in the country may come soon, ET NOW reports",Neutral
Key meet on Crypto rules; Mythili Bhusnurmath on challenges of regulating cryptocurrencies,Positive
Brent oil near $80 a barrel for first time in 3 years,Neutral
US gold prices hit a record high a year after Indian gold price hike,Neutral
Gold climbs above $1800/oz for the first time since 2011,Neutral
US crude plunges to 18-year low as lockdowns spread,Negative
"Brent falls 10%, WTI below $30 as coronavirus spreads",Neutral
Yet another relief package for sugar companies before elections,Positive
Qatar to exit Opec amid tension with Saudi Arabia,Negative
"Cabinet okeys Rs 5,500 crore package for sugar industry",Neutral
Trump slams Opec as crude oil prices near $80 a barrel,Negative
Rupee moving towards natural value: NITI Aayog VC,Positive
Eight core industries output growth slows to 3.6% in May 2018,Positive
"After US call, India preparing for Iran oil import cut?",Negative
"India to build two more strategic petroleum reserves, says Piyush Goyal",Neutral
Government hikes ethanol price by Rs 2.85/litre for 2018-19,Neutral
Opec agrees on output hike of 1 million bpd,Positive
"Oil demand seen steady in 2019 but OPEC supply, trade risks loom: IEA",Negative
Petrol prices touch record levels in Delhi and Mumbai,Neutral
Oil prices hit highest level in years,Neutral
Akshaya Tritiya special: Should you buy Gold today?,Positive
OPEC agrees oil cut extension to end of 2018,Negative
OPEC meets tomorrow to mull output cut extension,Negative
Crude shock: Brent at $60 to put pressure on inflation?,Negative
MCX launches gold options contract on Dhanteras,Neutral
Watch: MCX to launch gold options contract before Diwali,Neutral
Govt hikes import duty on sugar to 50% to support domestic prices,Positive
Steel sector worried about frequent fluctuation in Iron Ore pricing: Steel Minister,Negative
Commodity trading strategies by Ajay Kedia,Neutral
Weaker dollar continues to boost gold prices,Negative
"Crude oil demand to remain high in India, China: BP",Negative
Chana March contract up by 2% on NCDEX,Neutral
"Euro at 10-week high, Indian rupee gains",Positive
Exclusive: Difference between desi cotton & Bt cotton,Positive
"Bearish on sugar, fundamentals weak: Charlotte Kingsman",Negative
Commodity trading strategies by Manoj Jain,Neutral
Commodity trading strategies by Bharat Kumar,Neutral
National Steel Policy to have a holistic approach to reduce import: Aruna Sharma,Neutral
Commodity trading ideas from Himanshu Gupta,Neutral
Commodity trading ideas by Tarun Satsangi,Neutral
"Commodity trading ideas: Buy gold on dips, says Renisha Chainani",Neutral
MCX Clearing Corporation likely to be operational from June,Neutral
"If global economy is growing, demand in metals will be there: Jonathan Barratt",Positive
"Current capacity at 126 mn tn, operating at 80 per cent: Aruna Sharma, Steel Secy",Neutral
Commodity trading ideas by Dharmesh Bhatia,Neutral
Domestic steel demand could go up between 3.4-4% this year: Ravi Uppal,Negative
Rupee hits 16-month high: Jamal Mecklai’s view,Neutral
Commodity strategies with Prathamesh Mallya,Neutral
Sugar prices hit 7-yr high on strong demand,Positive
Commodity trading strategies by Himanshu Gupta,Neutral
"Coffee exports up by 18% due to strong demand, global prices",Positive
Currency outlook: Murky 2017 for EM currencies?,Neutral
Govt may lower gold import duty: PC Jeweller,Negative
Watch: Commodity strategies with Prathamesh Mallya,Neutral
Oil prices spike to highest level since 2015 on new deal,Neutral
Oil will continue in $40 range for a while: Jim Rogers,Neutral
OPEC agrees first output cut since 2008,Negative
Watch: Commodity strategies with Himanshu Gupta,Neutral
Watch: Commodity Corner with Biren Vakil,Neutral
"Rupee further recovers from all-time low, regains 9 paise",Negative
Rupee hits all-time low of 68.86 against US dollar,Negative
Commodity trading strategies by Dharmesh Bhatia,Neutral
Tax dept sends notice to 600 jewellers,Neutral
Commodity trading strategies by Shreekant Jha,Neutral
Oil down 3 per cent after record US crude build,Negative
Watch: Commodity market update,Neutral
Experts' view on surge in base metal prices,Neutral
Top commodity trading strategies by Angel Broking,Positive
Oil falls to 4-week low as OPEC discusses quotas,Negative
MCX to bet big on agro-commodities,Neutral
"This Diwali, get gold coins from an ATM!",Neutral
Dhanteras special: Gold ETFs VS physical gold,Positive
"Dhanteras: Platinum, diamond preferred choice?",Positive
Energy meet: Oil producers discuss output cap,Positive
Boosting copper demand: Giants plan to scale up biz,Positive
Crude cools off: Russia to join output deal,Negative
"Brent crude price hits $53.45, highest level in a year",Negative
K'taka mine auction: JSW most aggressive bidder,Negative
Commodity strategies by Paradigm Commodities,Neutral
"Commodity cues on gold, silver by Ram Pitre",Neutral
Gas price for industrial use cut by 18 per cent,Negative
ONGC-RIL dispute: DGH to decide compensation,Negative
"Post surgical strike, rupee falls to lowest in a week",Negative
"No respite in sight for oil, another meet ends with no pact",Negative
SEBI allows options trading on commodity exchanges,Neutral
Iran won’t freeze output at current levels,Positive
Commodities trading strategies by Shreekant Jha,Neutral
"Commodity trading strategies by Bharat Kumar, GFM",Neutral
Experts' view: Sugar prices rise to 4-year high,Neutral
Sitharaman to discuss devaluation of rupee with FM,Neutral
Currency check: Dollar edgy before Fed policy,Neutral
Commodities First: Crude prices bounce back,Negative
Currency outlook: Rupee closes higher against US Dollar,Neutral
Crude concerns: Putin backs output freeze,Negative
Vladimir Putin pushes for oil freeze deal with OPEC,Positive
"Crude slips in trade, gold glitters",Negative
'Growth in petroleum sector driven by growth in Indian eco',Positive
Gold slips as investors await central bank decisions,Positive
"Crude prices trade flat, strong dollar weighs on gold",Negative
Currency outlook: Rupee ends at 67.19 per dollar,Neutral
Oil drops on surprise US stockpile build,Positive
Oil market rebalancing likely in 2017: Vandana Hari,Neutral
Rupee closes stronger against US dollar at 67.40,Positive
Commodity watch: Gold soars to 28 month high,Neutral
"Gold firm, but below 2-year highs!",Neutral
"Commodity Corner: Buy Gold-MCX, Sell Crude-MCX",Neutral
Gold loses sheen as dollar strengthens,Positive
"Gold opens with loss of Rs 118, silver loses Rs 653",Negative
'Steel prices remain extremely volatile',Neutral
Yuan falls to 5-year low against US dollar,Negative
Rupee tanks 60 paise to 67.68 against dollar on Rexit,Neutral
Global sugar prices hit 3-year high,Neutral
Gold eases from six-week high ahead of Fed decision,Positive
Oil price of up to $60 won't hurt economy: Jayant Sinha,Positive
Tea shortage pushes up prices,Negative
"Rupee strengthens against dollar, crude rallies in trade",Negative
Currency outlook: Rupee closes at 67.25 vs dollar,Neutral
Gold rate falls to an over three-month low,Negative
Crude rebalances after OPEC meet,Negative
"‘Rabi crop will be
higher in terms of production’",Neutral
No deal at OPEC as Saudis put onus on Iran,Negative
"Oil prices will
continue to go up: Jim Rogers",Neutral
"Govt rolls back 1% tax
on cash purchase of gold jewellery",Neutral
"'MIP to be continued
till industry needs it'",Neutral
"Oil prices hit fresh 7-month high, gold slips in trade",Positive
"Rupee snaps 9-day slide, gains 42 paise vs dollar",Positive
"Oil down modestly for 4th day, gold futures slide",Neutral
"Oil excise to stay unchanged, say govt sources",Neutral
"Commodity corner: Sell Crude-MCX, Silver-MCX",Neutral
"Rupee hits 2 month low, ends at 67.44 vs dollar",Negative
Gold heads for biggest weekly decline on Fed rate outlook,Neutral
"Rupee falls for 5th straight day, ends at 66.97 vs dollar",Positive
"Oil prices rally, US crude near 7-month high",Negative
Gold prices surge to $1270/ounce,Neutral
"Rupee slips on weak macros, equity",Negative
"Commodity
watch: Cues for gold on Akshaya Tritiya",Neutral
"Commodity cues: Oil prices ease, gold gains",Positive
Rupee: Factors to watch,Neutral
"Decision on steel
prices soon: JWS Steel",Neutral
"Steel prices heat up,
domestic demand set to rise",Negative
Commodity cues: Gold rally continues,Neutral
Currency cues: Dollar trades under pressure,Negative
Rupee closes at 66.44 against dollar,Neutral
Gold hits 15-month high as dollar slides,Neutral
"Oil at fresh 2016 high, precious metals rally",Positive
Rupee bounces back by 19 paise to end at 66.33,Neutral
'Difficult to see oil price rising further',Negative
'Commodity prices may surprise and lead to inflation',Positive
Crude oil hits 5-month high,Negative
'Traction in cement industry could last for next 2-3 yrs',Neutral
'Worst is behind us in the steel sector',Negative
"Commodity cues: Oil prices jump, precious metals rally",Positive
"Rupee loses steam, down 18 paise to 66.39",Negative
"Commodity cues: Crude prices tumble, silver surges",Negative
"Govt likely
to hike import duty on steel",Neutral
"Doha oil
talks ends without deal",Neutral
Impact of GM crop is overhyped: Syngenta,Neutral
"Oil rally fizzles: OPEC trims oil
demand forecast",Negative
'Expect gold prices to continue to rise',Neutral
"Oil prices
rebound: Output freeze concerns persist",Positive
"Rupee snaps 2-day losing run, ends up by 19 paise",Negative
'Expect dollar to rebound against EM currencies',Neutral
Rupee ends 20 paise lower at 66.65 against USD,Negative
"Commodity cues: Crude prices jump, gold slips",Negative
Oil hits one-month low on unexpected US demand drop,Negative
Currency cues: Rupee erases gains against USD,Positive
"Commodity cues: Gold extends losses, oil falls",Negative
"Rupee hits 2016 high, trades at 66.11 against $",Neutral
Rupee hits three-month high this week,Neutral
"Oil prices slide, gold edges up on fresh buying",Positive
"‘Gold,
not a good option as long term investment’",Negative
"Crude prices edge higher, weak dollar boosts gold",Negative
Rupee ends at near three-month high against USD,Neutral
"Commodity cues: Oil prices rebound, gold falls",Neutral
Rupee gains 17p to end at 3-month high vs dollar,Positive
"NCML enters agri, rural lending segment",Neutral
Crude prices slide; gold rates tumble,Negative
Currency cues: Rupee firms up by 3 paise to 66.54,Neutral
"Crude prices edge higher, aluminium gains for 3rd day",Negative
Currency cues: Rupee ends marginally higher,Neutral
Crop worries mount as IMD predicts heavy rain this week,Negative
'Dollar may outperform other global currencies',Neutral
"Oil prices ease; Gold, silver slip on subdued demand",Positive
"Rupee up by 7 paise against dollar, ends at 66.63",Neutral
"Rupee down 18 paise, ends at 66.71 against USD",Neutral
"Oil trades under pressure, gold rebounds",Negative
Oil market rattled by deadly Brussels blasts,Neutral
"Oil prices ease; Gold, silver remain weak",Negative
Currency cues: Rupee near 2-month high,Neutral
Indian rupee firms up by 25 paise to 66.50,Neutral
Crude prices surge; outlook by Edelweiss Fin Services,Negative
Crude oil price rises on overseas cues,Negative
Rupee hits 2-month high; closes at 66.75 vs dollar,Neutral
"Top commodity bets by Manoj Jain, Indianivesh",Positive
"Demand for steel may drop: Annalisa Jeffries, Platts",Negative
Gold prices at 2-weeks low; oil prices ease,Positive
"Rupee widens losses, down 27 paise to 67.38",Negative
Jewellers’ strike enters day 14 as FM refuses to budge,Negative
"Rupee snaps 3-day winning spree, down 6 paise to 67.11",Positive
"Oil prices fall as oversupply lingers, prospects darken",Positive
"IEA report boosts crude prices, Brent gains 1.5%",Neutral
Rupee ends marginally higher at 67.04 to a dollar,Neutral
"Commodity
watch: Gold falls for third day",Neutral
"Commodity
watch: Gold slips",Neutral
"Currency
outlook: Equities rebound, rupee rises",Neutral
"Commodity
watch: Gold hits 30,000, ETFs shine",Neutral
"Rupee at 2.5 month high of 67.08, up 26 paise",Neutral
Third tranche of gold bond scheme to open,Neutral
"Rupee dominance continues, ends at 7-week high of 67.34",Positive
Commodities rebound; oil prices stabilise,Neutral
"Commodity calls: 'Buy Nickel-MCX, Sell Gold-MCX'",Neutral
Oil falls on higher US crude stockpiles,Negative
Rupee climbs to its highest level since Jan 14,Neutral
"Commodity calls: 'Buy Copper-MCX, sell Crude-MCX'",Neutral
"Gold gains on fund inflows, oil slips after overnight rally",Positive
Rupee depreciation not worrying yet: HSBC,Positive
Rupee at lowest level since Aug 2013; closed at 68.71,Negative
Oil futures down as investors worry about supply glut,Negative
'Don't see positive prospects for oil prices',Negative
"Gold keeps gains above $1,200 on safe-haven bids",Positive
"Iran, Saudi Arabia firm on oil market share",Positive
Rupee gains 3 paise against US dollar at 68.58,Positive
Crude oil trades flat on weak demand,Negative
"Gold slips on global cues, muted demand",Negative
India’s crude oil import bill for current fiscal may fall 45%,Negative
Rupee hits all time low at 68.91 per dollar in offshore market,Negative
Gold prices dip; crude tumbles in trade,Negative
Gold rallies; Oil prices fall on oversupply concerns,Neutral
Currency outlook: Rupee ends at 68.46 against US Dollar,Neutral
Gold prices ease; crude prices rally,Negative
'Rupee unlikely to see smart appreciation any time soon',Positive
"Rupee hits new low since Aug 2013, recovers",Negative
Crude rises 2% ahead of crucial OPEC meet,Negative
Rupee drops to lowest level since Aug 2013,Negative
Oil majors ease stance; experts’ view,Positive
OPEC meet won’t help oil prices to rally: Jim Rogers,Positive
Gold eyes Rs 30k; is it time to add it to your portfolio?,Neutral
Gold prices slide; crude extends gains,Negative
Asian currencies rally; rupee closed @ 68.06 vs dollar,Neutral
Commodity cues: Rupee gains on strong equity cues,Positive
Currency outlook: Rupee rebounds after initial loss,Negative
Currency outlook: Rupee at new 29-month low,Negative
Oil hits fresh 13-yr low as US oil inventory sharply up,Positive
"Gold rises to near 2-year high, reaches Rs 29,290",Positive
Rupee firms up 5 paise at 67.85 vs US dollar,Neutral
Jewellers on strike to protest PAN rule on gold purchases,Negative
"Rupee snaps 2-day losing run, up 4 paise at 67.90",Negative
Gold stalls after rallying to seven-month high,Neutral
"Oil markets remain choppy: Patricia Mohr, Scotiabank",Neutral
"Top commodities bets: Crude, base metals slip in trade",Negative
Rupee tumbles in trade; down to 67.93 vs dollar,Neutral
Gold glitters to 5-month high; oil prices edge higher,Neutral
"Diamond demand drops, price down 18% in 2015",Positive
Rupee ends lower by 9 paise at 67.64 vs dollar,Negative
"Rupee logs best single day gain this year, up 52 paise",Positive
"Gold prices extend gains, now at 5-month high",Positive
Crude prices surge; metals edge higher,Negative
Rupee weakens further at 68.07 vs USD,Negative
"Commodity cues: Crude slides, gold continues to gain",Negative
Experts on crude oil and dollar strength,Negative
"Rupee extends losses, down 14 paise at 67.98",Negative
"Oil falls on China economic woes, rising OPEC supply",Negative
Gold steadies near three-month high,Neutral
"Commodity cues: Crude prices slide, base metals fall",Negative
"Gold, silver rebound in domestic bullion market",Neutral
Crude prices surge on hopes of OPEC-Russia cooperation,Negative
"Infosys founder NR Narayana Murthy on chatGPT, tech layoffs, IT services and more | Full interview",Neutral
'ChatGPT a powerful tool': NR Narayana Murthy of Infosys,Positive
"When Railways Minister Ashwini Vaishnaw put his life at stake to test the ‘KAVACH’ system, watch!",Neutral
Google Bard vs ChatGPT: Who will win the AI Chatbot race?,Positive
"Amit Marwah of Nokia cites MBiT report, says 'will see significant movement of subscribers from 4G to 5G'",Positive
Air India's mega $80 billion deal of 470 aircraft: What it means for the Aviation industry,Neutral
US annual inflation eases to 6.4% in January,Positive
"ChatGPT vs Bard: Google, Microsoft lock horns over AI-driven search",Neutral
Watch: US Air Force's F-35 debuts at Aero India 2023,Neutral
Retail inflation rises to 3-month high of 6.52% in January,Neutral
IIP data: India's industrial production index grows 4.3% in December,Neutral
ChatGPT vs Google Bard: How do these two AI chatbots stack up against each other?,Neutral
"Twitter Blue launched in India: What it costs, features and more",Positive
MeitY bans 94 digital lending apps 'not regulated' by central bank,Neutral
FM Sitharaman on global rating agencies' approach towards India: It's a way of the world and they can be obstinate,Negative
FM Sitharaman on SEBI's role in Adani issue: Indian regulators are world class and they are doing a good job,Positive
"Disinvestment is a complex process, especially when handing over management control: DIPAM Secy",Neutral
"Govt agrees to convert Rs 16,133 cr interest dues of Vodafone Idea into equity",Positive
Hong Kong offers 5 lakh free flight tickets to tourists to revive tourism,Positive
"ECB hikes interest rates by 50 basis points, vows more in March",Positive
"UPI for NRIs: Praveena Rai of NPCI speaks about the development, response",Neutral
"Adani stocks crash: RBI asks banks for details of exposure to Adani group, say sources",Negative
FOMC meet: Fed to stay hawkish? Here's what to expect from Fed chair Jerome Powell,Neutral
Economic Survey an assessment of country's growth curve: CEA VA Nageswaran,Positive
Union Budget 2023: Will FM Sitharaman tinker with capital gains tax?,Positive
Adani Enterprises FPO fully subscribed; Group survives Hindenburg attack with NII support,Negative
"Adani Group says FPO to continue as planned; rules out changes in price, dates of FPO",Neutral
Adani stocks crash: What should retail investors do? Sanjiv Bhasin shares investment advice,Negative
Adani Enterprises FPO opens amid group's stocks crash over Hindenburg report,Negative
Zomato Gold vs Swiggy One: Decoding the profitability outlook for food delivery firms,Positive
"What is an FPO & how does it benefit the company, shareholders?",Positive
Co-location scam: Securities Appellate Tribunal sets aside SEBI order against NSE,Negative
Technical analysis: What are reversal patterns? Here's how to identify 'Bearish Engulfing',Neutral
"Artificial Intelligence, Machine learning used for real-time data gathering: Salil Parekh",Positive
"Sunil Mittal at Davos: Once you experience 5G, it will be hard to go back to 4G",Negative
December WPI inflation lowest in 22 months at 4.95%,Negative
How to grow in a cash crunch economy? Shark Tank judges reveal their survival mantra,Neutral
Explained: How Pakistan ran out of food and key factors for its economic crisis,Negative
"MCX Gold hits fresh record high, surpasses Rs 56,200 levels; key reasons behind the rise",Positive
"Double delight for govt, inflation falls to 5.72% in Dec; Industrial production rises 7.1% in November",Positive
Explained: US' new move on H1B and L1 Visas,Neutral
Direct tax collections rise 24.58% to Rs 14.71 lakh cr in FY23: Finance Ministry,Neutral
"Vodafone Idea dials banks for Rs 7,000 crore emergency loans to repay dues to Indus Towers",Negative
Elon Musk's wealth erodes by more than $200 bn; Bernard Arnault becomes world's richest,Positive
Railways to start dedicated Gati-Shakti cargo service in February,Positive
Need to reduce energy consumption for sustainable economic growth: Satya Nadella,Positive
"Centre raises windfall tax on crude, diesel, aviation fuel; new rates effective from Jan 3",Negative
Zomato Co-founder Gunjan Patidar resigns; witnesses fourth major exit in a year,Negative
Prescribing rules to make online gaming a significant part of digital economy: Rajeev Chandrasekhar,Positive
Domestic air traffic in December 2022 at its highest since the onset of Covid; up 10% MoM to 128.7 lakh,Neutral
IRDAI mulls usage of Information Bureau data to ensure competitive pricing,Positive
Here's what Raghuram Rajan has to say on joining 'Bharat Jodo Yatra',Neutral
India mulls cutting down 65% tariffs under FTA with GCC: Sources,Negative
Rewind 2022: Biggest newsmakers of the year and stories which made headlines,Neutral
ET Money Show: Should you take disease specific insurance coverage?,Neutral
Godrej Properties inks joint venture with DB Realty to develop a property in Mumbai's Byculla,Neutral
"Govt reduces windfall tax on crude, diesel, aviation fuel",Negative
Reliance launches 'Independence' brand to sell daily essentials in Gujarat,Neutral
World going through a challenging period; expect 2023 to be worse than 2022: IMF's Gita Gopinath,Negative
ET Money Show: Financial mistakes that should be avoided by college students,Negative
Former FTX CEO Sam Bankman-Fried arrested in Bahamas; US files criminal charges,Negative
Russian crude prices will continue to fall; India right in buying Russian oil: Fereidun Fesharaki,Negative
Govt to lease out 11 more airports for 50 years: Jyotiraditya Scindia,Neutral
Aditya Birla fashion leads in race to buy TCNS Clothing,Neutral
LIC launches WhatsApp service for policyholders; here's how you can avail this feature,Neutral
Govt waives inter-state transmission system charges for new hydro-power projects,Negative
India's remittance flows will likely to hit Rs 81 lakh crore in 2022: World Bank,Neutral
FIFA World Cup 2022: Hits and misses ahead of Last 16,Negative
Digiyatra app launch: What is it and how it can streamline your air travel,Neutral
"GST collections stand at Rs 1.46 lakh cr in November, 11% rise YoY",Neutral
"Tatas, Walt Disney to launch Tata Play IPO; becomes first firm to file confidential DRHP with Sebi",Positive
CBDC explained: What is e-Rupee and how can you use it? Here's everything you need to know,Neutral
ET Money Show: Common SIP mistakes you must avoid to maximise gains,Negative
"PMO, Finance Ministry mull simplification of capital gains tax; assets may be reclassified",Positive
"Mumbai: Adani Properties bags Asia's largest slum Dharavi's redevelopment project with Rs 5,069 cr bid",Neutral
ET Money Show: Should you book profit in midcap funds now? Here's what experts suggest,Positive
Budget 2023: Govt may announce 300 Vande Bharat Trains; plans to phase out Rajdhani and Shatabdi Express,Neutral
"IRDAI Board revises norms for insurers, approves changes in ownership, solvency of insurance companies",Positive
Sebi to impose 'financial disincentives' for tech glitches in stocks broker trading systems,Negative
Nykaa's Pink Friday sale proves success as users flock to platform,Positive
Oil drops as Russian price cap proposal eases concerns about tight supply,Positive
Irdai proposes single management expense limit for insurers,Neutral
Explained: Labour laws that can protect you as layoffs haunt IT sector,Neutral
Jyotiraditya Scindia discusses rationale behind steel export duty rollback,Neutral
"Commerce minister Piyush Goyal hails free trade pact with Australia, says 'it reflects strong bond'",Positive
"Despite slowdown, India would become $7.5 trillion economy in next 5 yrs: Deepak Parekh",Neutral
Crypto crash: FTX exchange owes its 50 biggest creditors $3.1bn; Bitcoin trades below $16K,Negative
Sajjan Jindal on steel exports duty roll back: 'Welcome move by steel industry; will continue to make in India for world',Positive
Government puts disinvestment of Hindustan Copper Ltd on hold as it will lead to pvt sector monopoly,Neutral
Fresh turbulence for Jet airways resolution; Jalan-Kalrock consortium not fulfilling bid conditions,Positive
"Jet Airways to cut salaries, send many staff on leave without pay",Negative
Explained: How Indian small towns are emerging as centres of wealth creation,Positive
"Centre releases draft data protection bill, proposes six types of penalties",Neutral
